study,subject_nr,amount_pair,delay_pair,amount_similarity,delay_similarity,itc_control_choice,itc_amount_social_info,itc_delay_social_info,amount_delay_social_info,itc_social_choice,miss_score,median_miss_score,suggestibility_level,sns_score,sns_level,overall_bnt_score,age,ethnicity,gender,control_social,amount_delay,similarity_judgment,task_social_info,social_info
1,178,17_24,7_12,0,1,0,1,1,S_S,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,4_8,17_23,0,0,1,1,1,S_S,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,13_18,30_36,0,0,1,0,0,D_D,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,22_27,42_48,0,0,1,0,1,D_S,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,41_47,19_24,0,0,0,1,0,S_D,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,13_18,29_35,0,0,0,0,1,D_S,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,4_8,18_25,0,0,1,0,1,D_S,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,19_24,11_17,0,0,0,1,0,S_D,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,41_48,19_24,0,0,0,1,1,S_S,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,17_23,7_12,0,1,0,0,1,D_S,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,10_15,24_30,0,0,1,0,1,D_S,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,25_30,35_42,0,0,0,0,0,D_D,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,18_24,7_12,0,1,0,1,0,S_D,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,7_12,47_54,0,0,1,0,1,D_S,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,16_21,5_12,0,0,0,0,0,D_D,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,47_54,22_27,0,1,0,0,0,D_D,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,22_27,42_49,0,0,1,1,0,S_D,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,42_49,19_24,0,0,0,0,0,D_D,0,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,178,10_15,23_29,0,0,1,1,0,S_D,1,47,50,Low,3.125,Low,0.25,18,White,female,NA,NA,NA,NA,NA
1,180,19_24,11_17,1,0,0,1,0,S_D,0,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,16_21,5_12,1,0,0,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,4_8,18_25,1,0,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,35_42,16_21,1,1,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,7_12,47_54,1,1,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,48_55,22_27,0,1,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,13_18,29_35,1,1,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,19_24,12_19,1,0,0,0,1,D_S,0,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,47_54,22_27,1,1,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,41_47,19_24,1,1,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,7_12,48_55,1,1,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,22_27,42_49,1,1,0,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,23_30,13_18,1,0,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,25_30,36_43,1,1,0,1,1,S_S,0,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,12_19,4_8,0,0,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,25_30,35_41,1,1,0,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,41_48,19_24,1,1,1,1,1,S_S,0,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,4_8,17_24,1,0,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,23_29,13_18,1,0,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,36_43,16_21,1,1,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,10_15,23_30,1,0,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,13_18,30_36,1,0,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,11_17,4_8,1,0,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,18_25,7_12,1,0,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,22_27,41_48,1,1,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,13_18,29_36,1,1,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,7_12,48_54,1,1,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,6_12,10_15,1,1,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,16_21,6_13,1,0,0,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,30_36,25_30,1,1,0,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,10_15,24_31,1,0,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,16_21,5_11,1,0,0,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,47_53,22_27,1,1,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,17_23,7_12,1,0,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,6_13,10_15,0,1,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,48_54,22_27,1,1,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,22_27,42_48,1,1,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,35_41,16_21,1,1,0,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,10_15,23_29,1,0,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,17_24,7_12,1,0,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,30_37,25_30,1,1,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,4_8,18_24,1,0,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,42_49,19_24,1,1,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,25_30,35_42,1,0,0,0,0,D_D,0,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,29_35,25_30,1,1,0,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,19_24,11_18,1,0,0,1,1,S_S,0,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,11_18,4_8,1,0,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,36_42,16_21,1,1,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,29_36,25_30,1,1,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,42_48,19_24,1,1,1,0,1,D_S,0,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,12_18,4_8,1,0,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,13_18,30_37,1,0,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,7_12,47_53,1,1,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,25_30,36_42,1,1,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,22_27,41_47,1,1,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,10_15,24_30,1,0,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,19_24,12_18,1,0,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,16_21,6_12,1,0,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,5_11,10_15,1,1,1,0,0,D_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,24_30,13_18,1,0,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,4_8,17_23,1,0,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,24_31,13_18,0,0,1,1,1,S_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,18_24,7_12,1,0,1,1,0,S_D,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,180,5_12,10_15,1,1,1,0,1,D_S,1,55,50,High,3.875,Low,0.25,20,White,female,NA,NA,NA,NA,NA
1,181,25_30,36_43,1,0,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,24_30,13_18,1,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,11_18,4_8,0,1,0,1,0,S_D,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,10_15,24_31,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,7_12,47_54,1,0,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,25_30,36_42,1,0,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,6_12,10_15,0,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,29_36,25_30,0,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,13_18,29_36,1,0,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,24_31,13_18,0,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,22_27,41_47,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,42_49,19_24,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,6_13,10_15,0,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,19_24,11_17,1,1,1,1,0,S_D,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,16_21,5_11,1,1,0,1,0,S_D,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,16_21,5_12,1,1,0,0,0,D_D,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,48_55,22_27,0,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,23_29,13_18,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,12_19,4_8,0,1,0,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,29_35,25_30,0,1,1,0,1,D_S,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,17_23,7_12,1,1,0,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,4_8,18_25,0,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,25_30,35_41,1,0,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,10_15,24_30,1,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,16_21,6_13,1,1,0,1,1,S_S,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,18_24,7_12,0,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,41_48,19_24,1,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,22_27,42_48,1,0,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,11_17,4_8,0,1,0,0,0,D_D,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,47_53,22_27,1,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,13_18,30_37,1,0,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,48_54,22_27,1,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,25_30,35_42,1,0,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,5_11,10_15,0,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,30_37,25_30,0,1,1,1,0,S_D,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,4_8,17_23,0,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,30_36,25_30,0,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,22_27,41_48,1,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,12_18,4_8,1,1,0,0,1,D_S,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,47_54,22_27,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,19_24,12_18,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,23_30,13_18,1,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,18_25,7_12,0,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,42_48,19_24,0,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,13_18,29_35,1,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,7_12,47_53,1,0,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,4_8,17_24,0,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,17_24,7_12,0,1,0,1,1,S_S,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,36_42,16_21,1,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,16_21,6_12,1,1,0,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,5_12,10_15,0,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,10_15,23_29,1,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,10_15,23_30,1,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,19_24,12_19,1,1,1,0,1,D_S,0,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,19_24,11_18,1,0,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,36_43,16_21,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,22_27,42_49,1,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,35_41,16_21,1,1,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,35_42,16_21,0,1,1,0,1,D_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,41_47,19_24,0,1,1,1,0,S_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,7_12,48_54,1,0,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,7_12,48_55,1,0,1,1,1,S_S,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,4_8,18_24,0,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,181,13_18,30_36,1,1,1,0,0,D_D,1,47,50,Low,4.75,High,0,20,White,female,NA,NA,NA,NA,NA
1,182,13_18,29_36,0,1,1,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,18_24,7_12,1,1,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,17_23,7_12,0,1,1,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,13_18,30_37,0,0,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,7_12,48_55,0,1,0,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,36_43,16_21,0,1,0,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,4_8,17_23,1,1,1,1,1,S_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,12_18,4_8,1,0,0,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,22_27,41_48,0,0,0,1,1,S_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,5_12,10_15,0,1,0,0,1,D_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,16_21,5_12,0,0,0,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,35_41,16_21,0,1,0,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,10_15,24_30,1,1,1,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,4_8,18_24,1,1,0,0,0,D_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,30_36,25_30,1,1,1,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,10_15,24_31,1,1,0,0,0,D_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,11_18,4_8,1,0,0,1,0,S_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,12_19,4_8,0,0,0,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,5_11,10_15,0,1,1,0,0,D_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,13_18,30_36,0,1,0,0,0,D_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,25_30,35_41,1,1,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,23_30,13_18,0,1,1,1,0,S_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,22_27,42_49,0,1,0,1,0,S_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,30_37,25_30,0,1,1,1,0,S_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,41_47,19_24,1,1,0,1,0,S_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,47_54,22_27,0,1,0,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,7_12,47_54,0,0,0,0,1,D_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,19_24,12_19,0,1,1,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,25_30,36_43,1,1,0,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,22_27,42_48,0,1,0,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,29_35,25_30,0,1,1,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,35_42,16_21,0,1,0,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,18_25,7_12,0,1,1,0,0,D_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,16_21,6_13,0,0,0,1,1,S_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,24_31,13_18,0,1,0,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,7_12,48_54,0,1,1,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,10_15,23_29,1,1,0,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,10_15,23_30,1,1,0,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,6_13,10_15,0,1,0,1,1,S_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,4_8,17_24,1,0,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,42_48,19_24,1,1,0,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,36_42,16_21,0,1,1,1,0,S_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,17_24,7_12,0,1,1,1,1,S_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,47_53,22_27,0,1,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,23_29,13_18,0,1,0,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,4_8,18_25,1,0,0,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,48_55,22_27,0,1,1,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,48_54,22_27,0,1,1,1,1,S_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,16_21,6_12,0,1,1,0,1,D_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,24_30,13_18,0,1,1,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,25_30,36_42,1,0,0,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,11_17,4_8,0,0,0,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,41_48,19_24,1,1,0,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,19_24,11_18,0,0,1,1,1,S_S,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,42_49,19_24,1,1,1,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,29_36,25_30,0,1,1,0,0,D_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,7_12,47_53,0,1,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,19_24,11_17,0,1,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,22_27,41_47,0,1,0,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,16_21,5_11,0,0,0,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,6_12,10_15,1,1,1,1,0,S_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,13_18,29_35,0,1,1,0,1,D_S,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,19_24,12_18,0,1,0,0,0,D_D,1,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
1,182,25_30,35_42,1,0,1,0,0,D_D,0,39,50,Low,4.5,High,0.25,26,White,female,NA,NA,NA,NA,NA
